Item_Id,Item_Description,Unit_Indicator,Decimal_Indicator,US_Total,Source1,Source11
INC200209D,"Households with income in the past 12 months (in 2009 inflation-adjusted dollars) of $25,000 to $29,999 in 2005-2009",ABS,0,6024956,CENSUS-ACS,
INC210179D,"Households with income of $30,000 to $34,999 in 1979",ABS,0,5222055,CENSUS-1980,
INC210189D,"Households with income of $30,000 to $34,999 in 1989",ABS,0,7141121,CENSUS-1990,
INC210199D,"Households with income of $30,000 to $34,999 in 1999",ABS,0,6718232,CENSUS-2000,
INC210209D,"Households with income in the past 12 months (in 2009 inflation-adjusted dollars) of $30,000 to $34,999 in 2005-2009",ABS,0,5960273,CENSUS-ACS,
INC220179D,"Households with income of $35,000 to $39,999 in 1979",ABS,0,3360619,CENSUS-1980,
INC220189D,"Households with income of $35,000 to $39,999 in 1989",ABS,0,6214422,CENSUS-1990,
INC220199D,"Households with income of $35,000 to $39,999 in 1999",ABS,0,6236192,CENSUS-2000,
INC220209D,"Households with income in the past 12 months (in 2009 inflation-adjusted dollars) of $35,000 to $39,999 in 2005-2009",ABS,0,5601938,CENSUS-ACS,
INC230179D,"Households with income of $40,000 to $49,999 in 1979",ABS,0,3594101,CENSUS-1980,
INC230189D,"Households with income of $40,000 to $49,999 in 1989",ABS,0,10214033,CENSUS-1990,
INC230199D,"Households with income of $40,000 to $49,999 in 1999",ABS,0,11210080,CENSUS-2000,
INC240189D,"Households with income of $40,000 to $44,999 in 1989",ABS,0,5615364,CENSUS-1990,
INC240199D,"Households with income of $40,000 to $44,999 in 1999",ABS,0,5965869,CENSUS-2000,
INC240209D,"Households with income in the past 12 months (in 2009 inflation-adjusted dollars) of $40,000 to $44,999 in 2005-2009",ABS,0,5501951,CENSUS-ACS,
INC250189D,"Households with income of $45,000 to $49,999 in 1989",ABS,0,4598669,CENSUS-1990,
INC250199D,"Households with income of $45,000 to $49,999 in 1999",ABS,0,5244211,CENSUS-2000,
INC250209D,"Households with income in the past 12 months (in 2009 inflation-adjusted dollars) of $45,000 to $49,999 in 2005-2009",ABS,0,4960432,CENSUS-ACS,
INC260179D,"Households with income of $50,000 to $74,999 in 1979",ABS,0,2574043,CENSUS-1980,
INC260189D,"Households with income of $50,000 to $74,999 in 1989",ABS,0,13777883,CENSUS-1990,
INC260199D,"Households with income of $50,000 to $74,999 in 1999",ABS,0,20540604,CENSUS-2000,
INC270189D,"Households with income of $50,000 to $59,999 in 1989",ABS,0,7213184,CENSUS-1990,
INC270199D,"Households with income of $50,000 to $59,999 in 1999",ABS,0,9537175,CENSUS-2000,
INC270209D,"Households with income in the past 12 months (in 2009 inflation-adjusted dollars) of $50,000 to $59,999 in 2005-2009",ABS,0,9385944,CENSUS-ACS,
INC280189D,"Households with income of $60,000 to $74,999 in 1989",ABS,0,6564699,CENSUS-1990,
INC280199D,"Households with income of $60,000 to $74,999 in 1999",ABS,0,11003429,CENSUS-2000,
INC280209D,"Households with income in the past 12 months (in 2009 inflation-adjusted dollars) of $60,000 to $74,999 in 2005-2009",ABS,0,11667169,CENSUS-ACS,
INC290179D,"Households with income of $75,000 or more in 1979",ABS,0,1118022,CENSUS-1980,
INC290189D,"Households with income of $75,000 or more in 1989",ABS,0,8740607,CENSUS-1990,
INC290199D,"Households with income of $75,000 or more in 1999",ABS,0,23771784,CENSUS-2000,
INC300189D,"Households with income of $75,000 to $99,999 in 1989",ABS,0,4704808,CENSUS-1990,
INC300199D,"Households with income of $75,000 to $99,999 in 1999",ABS,0,10799245,CENSUS-2000,
INC300209D,"Households with income in the past 12 months (in 2009 inflation-adjusted dollars) of $75,000 to $99,999 in 2005-2009",ABS,0,13853787,CENSUS-ACS,
INC310189D,"Households with income of $100,000 to $124,999 in 1989",ABS,0,1831758,CENSUS-1990,
INC310199D,"Households with income of $100,000 to $124,999 in 1999",ABS,0,5491526,CENSUS-2000,
INC310209D,"Households with income in the past 12 months (in 2009 inflation-adjusted dollars) of $100,000 to $124,999 in 2005-2009",ABS,0,8639394,CENSUS-ACS,
INC320189D,"Households with income of $125,000 to $149,999 in 1989",ABS,0,762010,CENSUS-1990,
INC320199D,"Households with income of $125,000 to $149,999 in 1999",ABS,0,2656300,CENSUS-2000,
INC320209D,"Households with income in the past 12 months (in 2009 inflation-adjusted dollars) of $125,000 to $149,999 in 2005-2009",ABS,0,4939327,CENSUS-ACS,
INC330189D,"Households with income of $150,000 or more in 1989",ABS,0,1442031,CENSUS-1990,
INC330199D,"Households with income of $150,000 or more in 1999",ABS,0,4824713,CENSUS-2000,
INC340199D,"Households with income of $150,000 to $199,999 in 1999",ABS,0,2322038,CENSUS-2000,
INC340209D,"Households with income in the past 12 months (in 2009 inflation-adjusted dollars) of $150,000 to $199,999 in 2005-2009",ABS,0,4724616,CENSUS-ACS,
INC350199D,"Households with income of $200,000 or more in 1999",ABS,0,2502675,CENSUS-2000,
INC350209D,"Households with income in the past 12 months (in 2009 inflation-adjusted dollars) of $200,000 or more in 2005-2009",ABS,0,4544384,CENSUS-ACS,
INC410190D,Households with earnings 1990,ABS,0,73874069,CENSUS-1990,
INC410200D,Households with earnings 2000,ABS,0,84962743,CENSUS-2000,
INC410209D,Households with earnings 2005-2009,ABS,0,90209008,CENSUS-ACS,
INC413189D,Aggregate household earnings 1989,TH$,0,2891640494,CENSUS-1990,
INC413199D,Aggregate household earnings 1999,TH$,0,4809253885,CENSUS-2000,
INC415189D,Mean household earnings 1989,DOL,0,39143,CENSUS-1990,
INC415199D,Mean household earnings 1999,DOL,0,56604,CENSUS-2000,
INC415209D,Mean household income with earnings in the past 12 months (in 2009 inflation-adjusted dollars) in 2005-2009,ABS,0,71159,CENSUS-ACS,
INC420190D,Households with Social Security income 1990,ABS,0,24210922,CENSUS-1990,
INC420200D,Households with Social Security income 2000,ABS,0,27084417,CENSUS-2000,
INC420209D,Households with Social Security income 2005-2009,ABS,0,30470729,CENSUS-ACS,
INC423189D,Aggregate household Social Security income 1989,TH$,0,188171632,CENSUS-1990,
INC423199D,Aggregate household Social Security income 1999,TH$,0,306588310,CENSUS-2000,
INC425189D,Mean household Social Security income 1989,DOL,0,7772,CENSUS-1990,
INC425199D,Mean household Social Security income 1999,DOL,0,11320,CENSUS-2000,
INC425209D,Mean household Social Security income in the past 12 months (in 2009 inflation-adjusted dollars) in 2005-2009,ABS,0,14966,CENSUS-ACS,
INC440200D,Households with Supplemental Security Income 2000,ABS,0,4615885,CENSUS-2000,
INC440209D,Households with Supplemental Security Income 2005-2009,ABS,0,4283276,CENSUS-ACS,
INC445209D,Mean household Supplemental Security Income in the past 12 months (in 2009 inflation-adjusted dollars) in 2005-2009,ABS,0,7887,CENSUS-ACS,
INC450200D,Households with public assistance income 2000,ABS,0,3629732,CENSUS-2000,
INC450209D,Households with cash public assistance income 2005-2009,ABS,0,2690559,CENSUS-ACS,
INC452209D,Mean household cash public assistance income in the past 12 months (in 2009 inflation-adjusted dollars) in 2005-2009,ABS,0,3363,CENSUS-ACS,
INC454209D,"Households with Food Stamp/SNAP benefits in the past 12 months, total 2005-2009",ABS,0,9555026,CENSUS-ACS,
INC460190D,Households with retirement income 1990,ABS,0,14353202,CENSUS-1990,
INC460200D,Households with retirement income 2000,ABS,0,17659058,CENSUS-2000,
INC460209D,Households with retirement income 2005-2009,ABS,0,19599672,CENSUS-ACS,
INC463189D,Aggregate household retirement income 1989,TH$,0,132285557,CENSUS-1990,
INC463199D,Aggregate household retirement income 1999,TH$,0,306842032,CENSUS-2000,
INC465189D,Mean household retirement income 1989,DOL,0,9216,CENSUS-1990,
INC465199D,Mean household retirement income 1999,DOL,0,17376,CENSUS-2000,
INC465209D,Mean household retirement income in the past 12 months (in 2009 inflation-adjusted dollars) in 2005-2009,ABS,0,20838,CENSUS-ACS,
INC610169D,Median family income 1969,DOL,0,9586,CENSUS-1970,
INC610179D,Median family income 1979,DOL,0,19917,CENSUS-1980,
INC610189D,Median family income 1989,DOL,0,35225,CENSUS-1990,
INC610199D,Median family income 1999,DOL,0,50046,CENSUS-2000,
INC610209D,Median family income in the past 12 months (in 2009 inflation-adjusted dollars) in 2005-2009,ABS,0,62363,CENSUS-ACS,
INC620209D,Mean family income in the past 12 months (in 2009 inflation-adjusted dollars) in 2005-2009,ABS,0,81537,CENSUS-ACS,
INC640209D,"Families with income in the past 12 months (in 2009 inflation-adjusted dollars), total 2005-2009",ABS,0,75082471,CENSUS-ACS,
INC650179D,"Families with income of less than $10,000 in 1979",ABS,0,12090940,CENSUS-1980,
INC650189D,"Families with income of less than $10,000 in 1989",ABS,0,6218567,CENSUS-1990,
INC650199D,"Families with income of less than $10,000 in 1999",ABS,0,4155386,CENSUS-2000,
INC650209D,"Families with income in the past 12 months (in 2009 inflation-adjusted dollars) of less than $10,000 in 2005-2009",ABS,0,3393200,CENSUS-ACS,
INC670179D,"Families with income of $10,000 to $14,999 in 1979",ABS,0,8709248,CENSUS-1980,
INC670189D,"Families with income of $10,000 to $14,999 in 1989",ABS,0,4676092,CENSUS-1990,
INC670199D,"Families with income of $10,000 to $14,999 in 1999",ABS,0,3115586,CENSUS-2000,
INC670209D,"Families with income in the past 12 months (in 2009 inflation-adjusted dollars) of $10,000 to $14,999 in 2005-2009",ABS,0,2479747,CENSUS-ACS,
INC680179D,"Families with income of $15,000 to $19,999 in 1979",ABS,0,8937703,CENSUS-1980,
INC680189D,"Families with income of $15,000 to $19,999 in 1989",ABS,0,5190271,CENSUS-1990,
INC680199D,"Families with income of $15,000 to $19,999 in 1999",ABS,0,3640373,CENSUS-2000,
INC680209D,"Families with income in the past 12 months (in 2009 inflation-adjusted dollars) of $15,000 to $19,999 in 2005-2009",ABS,0,2963320,CENSUS-ACS,
INC690179D,"Families with income of $20,000 to $24,999 in 1979",ABS,0,8485832,CENSUS-1980,
INC690189D,"Families with income of $20,000 to $24,999 in 1989",ABS,0,5468074,CENSUS-1990,
INC690199D,"Families with income of $20,000 to $24,999 in 1999",ABS,0,4117024,CENSUS-2000,
INC690209D,"Families with income in the past 12 months (in 2009 inflation-adjusted dollars) of $20,000 to $24,999 in 2005-2009",ABS,0,3311303,CENSUS-ACS,
INC700179D,"Families with income of $25,000 to $29,999 in 1979",ABS,0,6586196,CENSUS-1980,
INC700189D,"Families with income of $25,000 to $29,999 in 1989",ABS,0,5357134,CENSUS-1990,
INC700199D,"Families with income of $25,000 to $29,999 in 1999",ABS,0,4287407,CENSUS-2000,
INC700209D,"Families with income in the past 12 months (in 2009 inflation-adjusted dollars) of $25,000 to $29,999 in 2005-2009",ABS,0,3472712,CENSUS-ACS,
INC710179D,"Families with income of $30,000 to $34,999 in 1979",ABS,0,4715618,CENSUS-1980,
INC710189D,"Families with income of $30,000 to $34,999 in 1989",ABS,0,5372817,CENSUS-1990,
INC710199D,"Families with income of $30,000 to $34,999 in 1999",ABS,0,4397022,CENSUS-2000,
INC710209D,"Families with income in the past 12 months (in 2009 inflation-adjusted dollars) of $30,000 to $34,999 in 2005-2009",ABS,0,3573892,CENSUS-ACS,
INC720179D,"Families with income of $35,000 to $39,999 in 1979",ABS,0,3059809,CENSUS-1980,
INC720189D,"Families with income of $35,000 to $39,999 in 1989",ABS,0,4880114,CENSUS-1990,
INC720199D,"Families with income of $35,000 to $39,999 in 1999",ABS,0,4267228,CENSUS-2000,
INC720209D,"Families with income in the past 12 months (in 2009 inflation-adjusted dollars) of $35,000 to $39,999 in 2005-2009",ABS,0,3514897,CENSUS-ACS,
INC730179D,"Families with income of $40,000 to $49,999 in 1979",ABS,0,3273156,CENSUS-1980,
INC730189D,"Families with income of $40,000 to $49,999 in 1989",ABS,0,8390816,CENSUS-1990,
INC730199D,"Families with income of $40,000 to $49,999 in 1999",ABS,0,8109880,CENSUS-2000,
INC740189D,"Families with income of $40,000 to $44,999 in 1989",ABS,0,4552680,CENSUS-1990,
INC740199D,"Families with income of $40,000 to $44,999 in 1999",ABS,0,4223392,CENSUS-2000,
INC740209D,"Families with income in the past 12 months (in 2009 inflation-adjusted dollars) of $40,000 to $44,999 in 2005-2009",ABS,0,3528069,CENSUS-ACS,
INC750189D,"Families with income of $45,000 to $49,999 in 1989",ABS,0,3838136,CENSUS-1990,
INC750199D,"Families with income of $45,000 to $49,999 in 1999",ABS,0,3886488,CENSUS-2000,
INC750209D,"Families with income in the past 12 months (in 2009 inflation-adjusted dollars) of $45,000 to $49,999 in 2005-2009",ABS,0,3331101,CENSUS-ACS,
INC760179D,"Families with income of $50,000 to $74,999 in 1979",ABS,0,2326739,CENSUS-1980,
INC760189D,"Families with income of $50,000 to $74,999 in 1989",ABS,0,11857079,CENSUS-1990,
INC760199D,"Families with income of $50,000 to $74,999 in 1999",ABS,0,16130100,CENSUS-2000,
INC770189D,"Families with income of $50,000 to $59,999 in 1989",ABS,0,6150686,CENSUS-1990,
INC770199D,"Families with income of $50,000 to $59,999 in 1999",ABS,0,7299543,CENSUS-2000,
INC770209D,"Families with income in the past 12 months (in 2009 inflation-adjusted dollars) of $50,000 to $59,999 in 2005-2009",ABS,0,6512435,CENSUS-ACS,
INC780189D,"Families with income of $60,000 to $74,999 in 1989",ABS,0,5706393,CENSUS-1990,
INC780199D,"Families with income of $60,000 to $74,999 in 1999",ABS,0,8830557,CENSUS-2000,
INC780209D,"Families with income in the past 12 months (in 2009 inflation-adjusted dollars) of $60,000 to $74,999 in 2005-2009",ABS,0,8669557,CENSUS-ACS,
INC790179D,"Families with income of $75,000 or more in 1979",ABS,0,1004892,CENSUS-1980,
INC790189D,"Families with income of $75,000 or more in 1989",ABS,0,7638464,CENSUS-1990,
INC790199D,"Families with income of $75,000 or more in 1999",ABS,0,20041774,CENSUS-2000,
INC800189D,"Families with income of $75,000 to $99,999 in 1989",ABS,0,4115468,CENSUS-1990,
INC800199D,"Families with income of $75,000 to $99,999 in 1999",ABS,0,9009327,CENSUS-2000,
INC800209D,"Families with income in the past 12 months (in 2009 inflation-adjusted dollars) of $75,000 to $99,999 in 2005-2009",ABS,0,10997786,CENSUS-ACS,
INC810189D,"Families with income of $100,000 to $124,999 in 1989",ABS,0,1593779,CENSUS-1990,
INC810199D,"Families with income of $100,000 to $124,999 in 1999",ABS,0,4662368,CENSUS-2000,
INC810209D,"Families with income in the past 12 months (in 2009 inflation-adjusted dollars) of $100,000 to $124,999 in 2005-2009",ABS,0,7157115,CENSUS-ACS,
INC820189D,"Families with income of $125,000 to $149,999 in 1989",ABS,0,666161,CENSUS-1990,
INC820199D,"Families with income of $125,000 to $149,999 in 1999",ABS,0,2273842,CENSUS-2000,
INC820209D,"Families with income in the past 12 months (in 2009 inflation-adjusted dollars) of $125,000 to $149,999 in 2005-2009",ABS,0,4193788,CENSUS-ACS,
INC830189D,"Families with income of $150,000 or more in 1989",ABS,0,1263056,CENSUS-1990,
INC830199D,"Families with income of $150,000 or more in 1999",ABS,0,4096237,CENSUS-2000,
INC840199D,"Families with income of $150,000 to $199,999 in 1999",ABS,0,1983673,CENSUS-2000,
INC840209D,"Families with income in the past 12 months (in 2009 inflation-adjusted dollars) of $150,000 to $199,999 in 2005-2009",ABS,0,4060380,CENSUS-ACS,
INC850199D,"Families with income of $200,000 or more in 1999",ABS,0,2112564,CENSUS-2000,
INC850209D,"Families with income in the past 12 months (in 2009 inflation-adjusted dollars) of $200,000 or more in 2005-2009",ABS,0,3923169,CENSUS-ACS,
INC860209D,"Nonfamily households with income in the past 12 months (in 2009 inflation-adjusted dollars), total 2005-2009",ABS,0,37528558,CENSUS-ACS,
INC861209D,"Nonfamily households with income in the past 12 months (in 2009 inflation-adjusted dollars) of less than $10,000 in 2005-2009",ABS,0,5404791,CENSUS-ACS,
INC862209D,"Nonfamily households with income in the past 12 months (in 2009 inflation-adjusted dollars) of $10,000 to $14,999 in 2005-2009",ABS,0,4003888,CENSUS-ACS,
INC863209D,"Nonfamily households with income in the past 12 months (in 2009 inflation-adjusted dollars) of $15,000 to $19,999 in 2005-2009",ABS,0,3207621,CENSUS-ACS,
